aX,aY,aZ,gX,gY,gZ
-0.722,1.750,0.959,-3.601,44.922,-77.026
-0.808,1.926,0.944,3.296,61.035,-116.760
-0.903,2.027,0.893,14.343,82.581,-165.710
-1.017,2.000,0.792,30.334,104.431,-222.656
-1.156,1.879,0.680,50.232,126.892,-282.288
-1.272,1.744,0.542,72.205,151.367,-340.942
-1.393,1.599,0.423,89.966,177.979,-400.208
-1.501,1.505,0.304,109.436,211.914,-458.862
-1.603,1.465,0.113,131.714,245.605,-517.700
-1.733,1.370,-0.060,155.151,266.663,-572.754
-1.949,1.235,-0.215,168.640,277.222,-634.888
-2.328,1.056,-0.367,171.204,272.644,-706.665
-2.973,0.478,-0.514,162.170,262.634,-789.978
-3.325,0.017,-1.081,149.902,250.854,-857.727
-3.791,-0.775,-1.501,146.484,213.013,-914.612
-4.000,-1.678,-1.898,115.906,142.212,-950.012
-4.000,-2.498,-2.433,66.284,101.501,-932.495
-3.709,-3.832,-3.441,66.528,46.448,-892.395
-2.573,-4.000,-3.491,146.301,-54.138,-859.802
-2.093,-4.000,-2.214,205.688,-107.727,-800.171
-1.734,-4.000,-0.430,239.563,-145.935,-661.438
-1.411,-4.000,0.406,286.743,-155.212,-455.811
-1.251,-4.000,0.265,252.136,-84.778,-237.061
-1.063,-4.000,-0.537,180.054,12.634,-51.941
-1.104,-4.000,-0.371,102.844,18.799,93.506
-1.173,-3.446,-0.291,3.418,9.094,197.937
-0.933,-2.845,-0.362,-29.541,3.784,254.456
-0.692,-2.742,-0.562,-32.715,4.883,276.550
-0.590,-2.751,-0.530,-32.532,-12.024,284.973
-0.703,-2.745,-0.317,-40.955,-28.687,304.565
-0.621,-2.456,-0.367,-60.730,-24.963,338.013
-0.560,-2.282,-0.412,-81.970,-24.231,351.990
-0.501,-2.177,-0.383,-103.333,-20.752,358.521
-0.429,-2.039,-0.353,-119.690,-15.991,370.605
-0.406,-1.870,-0.282,-134.277,-21.179,385.010
-0.419,-1.622,-0.182,-142.761,-30.029,402.039
-0.425,-1.297,-0.108,-148.926,-34.729,415.894
-0.353,-0.963,-0.075,-154.541,-32.043,420.532
-0.286,-0.687,-0.043,-148.804,-28.809,419.006
-0.161,-0.411,-0.093,-134.460,-29.968,408.691
-0.141,-0.421,-0.039,-128.784,-39.368,378.357
-0.112,-0.419,-0.041,-132.935,-42.786,356.934
-0.100,-0.325,-0.065,-138.550,-43.518,347.290
-0.078,-0.242,-0.110,-140.930,-44.006,340.271
-0.044,-0.179,-0.157,-132.812,-46.448,332.397
-0.068,-0.112,-0.107,-123.657,-53.711,324.707
-0.074,0.021,-0.059,-118.286,-59.753,321.045
-0.043,0.169,-0.073,-115.295,-62.317,316.528
-0.006,0.267,-0.068,-115.662,-68.970,307.312
0.008,0.315,-0.055,-117.737,-78.552,295.105
0.049,0.401,-0.040,-115.784,-88.257,286.194
0.046,0.497,0.017,-109.314,-98.267,278.625
0.056,0.565,0.061,-98.755,-106.506,270.020
0.072,0.644,0.159,-85.144,-113.708,260.010
0.081,0.692,0.270,-73.914,-118.408,247.131
0.115,0.746,0.400,-66.711,-118.225,231.079
0.138,0.765,0.473,-58.105,-112.488,212.280
0.176,0.759,0.559,-53.223,-103.760,191.833
0.208,0.772,0.597,-50.720,-93.079,173.950
0.245,0.788,0.637,-46.570,-82.703,158.142
0.271,0.772,0.676,-38.696,-72.449,143.127
0.305,0.786,0.703,-31.006,-60.059,129.822
0.343,0.801,0.723,-23.926,-47.668,117.737
0.383,0.792,0.728,-16.113,-36.316,104.736
0.421,0.785,0.724,-9.644,-26.917,91.919
0.457,0.752,0.706,-5.310,-18.433,78.735
0.496,0.722,0.679,-2.869,-12.085,66.711
0.529,0.692,0.667,-1.343,-8.057,55.969
0.552,0.637,0.670,-0.732,-5.676,45.837
0.575,0.583,0.663,-1.038,-4.700,37.048
0.589,0.549,0.656,-1.221,-4.639,31.006
0.599,0.528,0.667,-0.610,-6.470,27.039
0.604,0.508,0.693,0.366,-8.423,24.048
0.613,0.496,0.708,0.366,-9.827,21.545
0.620,0.472,0.716,0.183,-10.620,19.592
0.622,0.454,0.731,1.343,-10.986,18.372
0.627,0.468,0.749,3.418,-10.437,18.311
0.632,0.483,0.763,4.944,-8.667,17.151
0.636,0.480,0.767,4.517,-5.981,13.306
0.642,0.465,0.751,3.479,-3.479,8.789
0.640,0.443,0.743,4.395,-1.709,5.615
0.637,0.427,0.741,6.042,-0.183,3.540
0.632,0.425,0.735,7.996,1.343,2.319
0.632,0.425,0.722,9.155,3.052,0.427
0.637,0.407,0.703,8.667,4.639,-2.258
0.643,0.383,0.681,8.667,6.104,-4.395
0.652,0.374,0.670,9.949,7.202,-5.371
0.667,0.380,0.650,11.841,8.057,-6.287
0.693,0.365,0.617,12.756,8.667,-8.789
0.708,0.319,0.600,11.230,8.423,-12.756
0.719,0.272,0.580,8.606,7.690,-15.259
0.727,0.235,0.562,7.263,6.409,-15.442
0.730,0.213,0.564,7.507,4.456,-13.489
0.727,0.209,0.575,7.568,2.441,-10.925
0.726,0.211,0.586,6.409,1.038,-8.789
0.731,0.209,0.588,4.578,0.183,-7.080
0.736,0.219,0.592,4.089,-0.732,-5.127
0.734,0.233,0.597,3.906,-1.831,-3.601
0.728,0.235,0.610,3.052,-2.869,-3.113
0.722,0.230,0.620,1.404,-3.540,-3.052
0.715,0.232,0.622,0.305,-3.784,-2.563
0.709,0.237,0.629,0.366,-3.723,-1.404
0.703,0.245,0.631,1.160,-3.601,0.183
0.698,0.263,0.626,1.831,-3.418,1.770
0.697,0.281,0.622,2.014,-3.357,2.930
0.694,0.296,0.614,1.892,-3.601,3.418
0.693,0.308,0.593,2.014,-4.333,3.662
0.692,0.309,0.581,2.258,-6.226,3.784
0.688,0.317,0.581,3.113,-8.789,4.517
0.680,0.329,0.587,3.540,-11.475,5.371
0.670,0.350,0.605,3.357,-13.794,5.554
0.663,0.367,0.629,2.136,-15.991,5.005
0.663,0.380,0.653,0.610,-17.212,3.052
0.663,0.387,0.672,-0.427,-16.846,0.488
0.664,0.379,0.692,-0.244,-15.503,-2.197
0.667,0.372,0.708,0.732,-13.489,-4.395
0.677,0.362,0.715,2.380,-10.742,-6.653
0.682,0.336,0.723,4.639,-7.996,-9.033

-1.155,1.574,1.049,29.114,7.019,134.277
-1.263,2.367,1.327,10.803,26.306,105.774
-1.333,3.381,1.399,-8.057,58.960,39.856
-1.405,4.000,1.233,-6.104,100.891,-72.449
-1.607,4.000,1.044,20.691,147.583,-227.356
-1.838,3.685,0.624,61.279,206.848,-389.771
-2.106,2.900,0.013,106.934,262.878,-532.715
-2.278,2.093,-0.673,145.386,283.447,-647.644
-2.464,1.201,-0.916,181.091,263.000,-736.450
-2.577,0.815,-1.010,190.186,238.281,-802.307
-3.085,0.438,-1.260,182.922,213.867,-871.399
-3.725,-0.413,-1.798,167.114,170.105,-951.355
-4.000,-1.626,-1.863,161.682,104.675,-1033.081
-4.000,-2.799,-2.304,183.777,42.236,-1065.186
-3.913,-4.000,-3.595,222.046,7.141,-1046.387
-3.396,-4.000,-3.312,303.467,-66.162,-1035.889
-2.549,-4.000,-1.974,305.115,-77.637,-891.724
-1.795,-4.000,0.191,256.653,-64.819,-650.879
-1.163,-4.000,0.417,158.142,-7.385,-343.323
-0.918,-4.000,-0.131,66.528,33.569,-45.349
-0.788,-4.000,-0.343,4.639,34.668,144.897
-0.555,-3.458,-0.278,-20.813,34.485,233.582
-0.341,-2.834,-0.175,-25.208,29.968,258.728
-0.142,-2.716,-0.106,-22.827,25.208,260.254
-0.118,-2.649,-0.019,-21.057,19.653,265.564
-0.156,-2.443,-0.011,-28.625,13.977,281.250
-0.181,-2.254,-0.102,-48.218,13.489,296.509
-0.143,-2.138,-0.153,-71.167,18.005,306.824
-0.070,-2.047,-0.199,-84.473,21.423,315.369
-0.060,-1.986,-0.159,-95.703,13.489,320.801
-0.060,-1.814,-0.033,-101.257,0.183,330.200
-0.118,-1.669,0.137,-103.638,-4.517,338.928
-0.081,-1.381,0.112,-98.755,-1.343,351.746
-0.019,-1.169,-0.006,-95.947,0.549,351.440
0.031,-1.241,-0.141,-95.154,-4.700,344.666
-0.004,-1.299,-0.148,-94.421,-16.479,347.717
-0.047,-1.180,-0.186,-94.543,-27.161,365.051
-0.076,-1.055,-0.289,-94.360,-34.058,384.827
-0.141,-0.869,-0.292,-95.764,-41.077,400.269
-0.173,-0.590,-0.290,-96.069,-47.119,410.889
-0.182,-0.318,-0.317,-95.337,-54.382,414.429
-0.203,-0.120,-0.315,-94.849,-64.880,410.095
-0.237,0.054,-0.288,-94.177,-76.782,403.442
-0.253,0.259,-0.246,-91.187,-89.539,397.827
-0.262,0.437,-0.185,-86.670,-101.501,388.733
-0.279,0.580,-0.086,-83.496,-113.708,374.695
-0.287,0.667,0.002,-80.811,-123.657,357.300
-0.299,0.713,0.080,-78.003,-130.676,338.928
-0.303,0.756,0.168,-73.792,-136.108,321.716
-0.309,0.799,0.215,-61.890,-140.137,305.298
-0.312,0.861,0.316,-48.462,-143.127,290.222
-0.316,0.909,0.419,-37.415,-142.822,274.353
-0.292,0.958,0.499,-28.381,-138.123,257.507
-0.264,1.010,0.595,-22.034,-131.714,239.441
-0.218,1.073,0.662,-15.015,-123.474,220.093
-0.178,1.156,0.759,-5.188,-115.051,199.341
-0.115,1.240,0.812,-9.949,-102.478,176.208
-0.058,1.284,0.848,-13.672,-85.083,147.888
-0.001,1.296,0.852,-12.390,-68.481,119.324
0.053,1.293,0.866,-8.362,-53.101,92.041
0.106,1.265,0.884,-2.625,-39.124,65.613
0.164,1.193,0.887,1.587,-25.696,39.490
0.215,1.065,0.867,5.188,-12.878,15.320
0.273,0.948,0.836,8.911,-2.747,-3.174
0.326,0.849,0.815,12.878,4.578,-16.602
0.386,0.759,0.788,15.991,10.559,-27.405
0.438,0.663,0.750,19.043,15.503,-36.011
0.489,0.546,0.704,20.264,18.127,-42.175
0.532,0.432,0.688,19.775,17.517,-45.044
0.577,0.347,0.683,18.860,15.137,-44.067
0.615,0.274,0.685,16.418,11.597,-41.077
0.642,0.212,0.699,12.146,7.263,-36.255
0.664,0.177,0.717,7.080,3.235,-29.724
0.678,0.175,0.738,3.174,-0.183,-22.156
0.686,0.190,0.754,1.221,-1.709,-14.648
0.685,0.227,0.768,0.244,-2.014,-7.629
0.683,0.277,0.777,-0.305,-1.282,-2.563
0.675,0.329,0.775,-0.916,0.427,0.610
0.671,0.370,0.763,-0.183,2.502,1.892
0.658,0.405,0.763,1.831,4.150,2.075
0.675,0.420,0.727,3.601,5.859,0.305
0.659,0.420,0.720,4.883,5.798,-2.808
0.662,0.381,0.699,4.395,6.348,-5.981
0.648,0.345,0.697,4.272,5.981,-7.751
0.641,0.328,0.694,5.615,6.348,-6.836
0.635,0.333,0.692,7.263,7.568,-5.005
0.634,0.342,0.685,8.301,8.728,-3.662
0.639,0.346,0.663,7.874,10.132,-3.235
0.641,0.351,0.635,7.812,10.681,-2.991
0.641,0.363,0.617,8.301,10.132,-2.686
0.641,0.385,0.624,8.728,8.606,-2.625
0.649,0.405,0.626,8.484,6.897,-4.028
0.654,0.390,0.623,6.775,5.310,-7.874
0.660,0.356,0.614,3.845,3.967,-12.512
0.661,0.309,0.607,1.526,2.441,-15.381
0.664,0.278,0.614,1.221,1.160,-15.137
0.667,0.271,0.629,2.136,0.122,-12.817
0.669,0.279,0.643,3.235,-0.366,-9.888
0.675,0.283,0.650,3.540,0.122,-7.996
0.678,0.285,0.648,3.418,1.038,-6.714
0.682,0.289,0.646,4.150,2.136,-5.188
0.685,0.298,0.635,4.944,3.113,-4.028
0.687,0.300,0.629,4.883,3.540,-3.479
0.689,0.298,0.623,3.967,3.540,-3.418
0.690,0.299,0.617,2.930,3.235,-3.235
0.696,0.305,0.615,2.625,3.052,-2.747
0.704,0.303,0.616,2.747,2.625,-1.953
0.707,0.304,0.614,2.625,1.526,-1.160
0.706,0.306,0.616,2.075,0.488,-0.427
0.700,0.308,0.620,1.648,-0.549,0.244
0.699,0.313,0.617,1.892,-1.404,0.977
0.699,0.318,0.617,1.404,-2.319,1.343
0.693,0.318,0.625,0.549,-3.479,1.404
0.684,0.320,0.637,-0.122,-4.578,1.648
0.673,0.324,0.653,-0.244,-5.371,1.831
0.664,0.330,0.664,0.366,-5.249,2.502
0.657,0.339,0.672,1.648,-4.761,3.418
0.658,0.350,0.675,2.563,-4.089,4.028
0.657,0.355,0.670,3.174,-3.662,3.845

-0.667,1.754,0.734,-4.089,-13.916,48.706
-0.847,1.993,0.866,-13.611,-18.921,5.493
-0.988,2.202,1.008,-20.447,-14.526,-50.354
-1.181,2.293,1.042,-16.541,2.625,-118.347
-1.308,2.299,1.121,-5.127,29.602,-190.796
-1.449,2.251,1.169,12.146,68.237,-264.893
-1.538,2.168,1.090,40.222,124.084,-342.834
-1.653,2.064,1.005,69.031,184.265,-424.011
-1.804,1.910,0.793,94.604,232.300,-503.540
-1.945,1.579,0.547,116.455,250.549,-575.867
-2.067,1.058,0.406,145.752,263.062,-637.573
-2.127,0.683,0.324,164.062,278.381,-687.988
-2.345,0.392,-0.003,164.551,290.527,-739.258
-2.814,-0.355,-0.262,153.870,292.969,-816.895
-2.933,-1.074,-0.835,140.381,289.856,-893.555
-2.860,-2.310,-1.846,147.095,272.400,-937.378
-2.737,-3.535,-1.640,160.461,211.365,-943.726
-2.539,-3.819,-1.354,203.491,148.987,-870.422
-2.484,-3.796,-1.155,218.872,109.863,-785.889
-2.111,-3.653,-1.459,203.613,111.694,-703.735
-1.729,-4.000,-2.182,180.481,105.469,-645.996
-1.041,-4.000,-2.604,163.879,83.923,-583.008
-0.657,-4.000,-2.352,139.526,43.945,-500.366
-0.754,-4.000,-1.304,82.153,-10.437,-353.333
-0.870,-4.000,-0.560,45.044,-31.128,-147.888
-0.828,-4.000,-0.356,30.823,-6.226,48.706
-0.813,-3.960,-0.429,21.484,19.165,190.918
-0.666,-2.923,-0.606,-0.061,19.165,268.311
-0.453,-2.344,-0.586,-35.950,10.742,289.368
-0.342,-2.125,-0.492,-58.533,-2.014,288.574
-0.282,-2.113,-0.422,-75.806,-10.498,281.616
-0.246,-2.127,-0.410,-94.604,-13.367,285.522
-0.211,-2.173,-0.476,-107.727,-13.672,299.744
-0.192,-2.127,-0.430,-113.159,-21.057,321.899
-0.207,-2.011,-0.329,-114.075,-30.701,343.140
-0.214,-1.881,-0.286,-117.371,-36.499,359.436
-0.237,-1.726,-0.228,-123.657,-39.185,373.108
-0.266,-1.527,-0.117,-129.211,-42.297,385.315
-0.246,-1.130,-0.052,-134.155,-43.091,399.475
-0.203,-0.828,-0.057,-127.930,-43.457,403.015
-0.156,-0.700,-0.037,-124.878,-42.236,390.137
-0.104,-0.597,-0.088,-119.324,-39.734,381.714
-0.086,-0.543,-0.125,-112.732,-41.077,377.563
-0.095,-0.473,-0.148,-104.858,-43.518,379.578
-0.125,-0.312,-0.133,-94.055,-48.767,386.658
-0.155,-0.115,-0.105,-84.290,-56.274,392.151
-0.170,0.058,-0.084,-77.393,-62.561,392.090
-0.157,0.211,-0.089,-70.862,-68.542,385.132
-0.164,0.349,-0.064,-68.298,-76.721,374.023
-0.164,0.467,-0.038,-67.566,-86.731,361.267
-0.157,0.566,0.002,-67.017,-96.558,347.717
-0.144,0.663,0.052,-64.148,-106.140,333.679
-0.148,0.742,0.144,-58.105,-113.708,317.688
-0.147,0.832,0.244,-51.941,-117.676,300.842
-0.119,0.931,0.320,-47.974,-116.150,282.776
-0.081,1.005,0.378,-43.091,-111.145,261.841
-0.040,1.044,0.444,-35.889,-106.873,237.854
0.007,1.067,0.517,-29.419,-100.769,211.792
0.047,1.085,0.588,-25.513,-91.492,185.974
0.090,1.125,0.664,-18.921,-80.566,160.645
0.159,1.196,0.721,-13.184,-67.688,135.620
0.219,1.221,0.743,-9.644,-52.551,108.459
0.280,1.194,0.743,-5.127,-38.452,78.735
0.330,1.124,0.745,-0.244,-26.001,50.171
0.374,1.049,0.742,5.310,-15.137,25.208
0.426,0.952,0.722,10.132,-5.493,2.686
0.483,0.827,0.687,14.221,2.502,-16.968
0.528,0.693,0.661,17.700,8.606,-32.715
0.578,0.564,0.634,19.775,12.878,-43.030
0.626,0.449,0.619,21.729,15.442,-48.828
0.670,0.349,0.612,22.827,16.357,-50.354
0.709,0.272,0.610,22.400,15.930,-49.133
0.744,0.227,0.625,20.569,14.771,-45.776
0.786,0.186,0.620,17.700,14.343,-42.786
0.818,0.140,0.615,15.686,13.550,-39.734
0.841,0.098,0.611,14.587,12.512,-35.339
0.828,0.077,0.627,13.733,10.925,-29.785
0.885,0.085,0.615,12.939,11.353,-22.888
0.884,0.089,0.627,12.024,10.315,-17.944
0.899,0.098,0.638,9.216,9.644,-13.916
0.904,0.098,0.615,8.179,10.437,-9.949
0.880,0.133,0.604,11.230,9.583,-5.432
0.919,0.129,0.572,10.681,10.559,-4.333
0.913,0.133,0.561,9.277,9.705,-3.174
0.902,0.149,0.550,11.230,8.179,-1.831
0.895,0.148,0.527,13.794,7.446,-0.671
0.885,0.149,0.509,13.855,6.226,0.427
0.878,0.160,0.501,13.306,3.540,1.465
0.868,0.163,0.501,10.803,-0.427,1.465
0.854,0.160,0.514,7.263,-4.150,0.732
0.833,0.154,0.527,3.601,-7.385,0.061
0.817,0.149,0.540,0.854,-10.071,-0.122
0.796,0.149,0.556,-0.427,-11.475,0.793
0.786,0.168,0.569,-0.183,-11.963,2.136
0.784,0.187,0.573,0.610,-11.292,3.052
0.777,0.191,0.580,1.404,-10.315,2.380
0.772,0.183,0.574,1.404,-8.362,1.343
0.772,0.179,0.563,2.014,-6.409,1.099
0.770,0.187,0.561,3.418,-4.944,2.075
0.770,0.193,0.559,4.211,-4.089,2.380
0.769,0.192,0.556,4.150,-3.479,2.075
0.769,0.188,0.556,3.662,-2.991,1.892
0.767,0.188,0.554,2.808,-2.319,2.197
0.766,0.201,0.554,2.686,-1.709,2.991
0.768,0.221,0.551,3.296,-1.038,3.784
0.774,0.229,0.541,3.906,-0.366,3.235
0.779,0.225,0.532,3.418,-0.244,1.709
0.782,0.221,0.527,2.319,-0.671,0.732
0.785,0.225,0.530,1.587,-1.343,0.061
0.787,0.225,0.540,1.282,-1.953,-0.854
0.787,0.214,0.548,0.610,-2.319,-1.892
0.791,0.201,0.554,0.305,-2.380,-2.441
0.793,0.191,0.559,0.793,-2.197,-2.014
0.793,0.191,0.558,1.648,-1.953,-1.099
0.796,0.196,0.556,2.075,-1.709,-0.305
0.796,0.201,0.553,2.319,-1.709,0.061
0.798,0.198,0.551,2.563,-1.831,-0.122
0.798,0.192,0.556,2.747,-2.014,-0.183
0.798,0.194,0.561,2.563,-2.319,-0.061

-0.396,2.303,0.917,-55.664,-18.616,75.867
-0.512,2.917,1.064,-47.546,-7.202,20.813
-0.630,3.216,1.106,-29.480,13.367,-60.913
-0.856,3.208,1.138,-7.690,34.912,-157.532
-1.088,2.953,1.055,22.400,61.829,-252.991
-1.261,2.610,0.848,60.547,97.656,-336.609
-1.423,2.302,0.613,99.670,133.484,-408.142
-1.572,2.055,0.369,132.629,159.058,-470.825
-1.721,1.867,0.099,157.837,176.270,-522.278
-1.911,1.679,-0.138,178.162,187.683,-569.153
-2.114,1.582,-0.311,190.857,191.772,-620.911
-2.344,1.582,-0.464,193.909,192.078,-677.673
-2.651,1.427,-0.566,194.031,184.326,-744.263
-3.036,1.075,-0.688,183.594,170.349,-814.453
-3.547,0.479,-0.727,169.617,151.306,-877.136
-3.819,-0.250,-1.112,169.373,135.925,-923.279
-3.929,-1.498,-1.469,182.312,106.262,-955.566
-3.547,-3.045,-1.728,206.299,76.782,-931.335
-2.785,-4.000,-1.925,219.360,65.125,-836.304
-1.912,-4.000,-1.910,198.547,46.570,-687.378
-1.664,-4.000,-1.409,166.992,1.648,-547.668
-1.881,-4.000,-0.392,114.624,-54.382,-424.500
-1.837,-4.000,-0.080,73.547,-52.246,-285.706
-1.625,-3.823,-0.429,57.007,-12.512,-196.350
-1.407,-3.841,-0.803,59.143,11.902,-149.109
-1.240,-4.000,-0.831,68.054,4.761,-109.253
-1.086,-4.000,-0.764,71.899,-6.226,-61.096
-0.945,-4.000,-0.705,72.083,-11.169,1.099
-0.783,-4.000,-0.722,61.646,-14.465,73.486
-0.732,-3.987,-0.632,38.452,-20.874,137.939
-0.705,-3.502,-0.544,11.597,-26.367,193.115
-0.637,-3.003,-0.500,-14.038,-29.297,233.276
-0.609,-2.799,-0.461,-42.847,-31.250,254.150
-0.581,-2.794,-0.461,-69.153,-30.457,268.616
-0.602,-2.824,-0.448,-89.172,-34.546,288.696
-0.628,-2.754,-0.419,-101.196,-37.231,319.397
-0.677,-2.562,-0.321,-105.713,-37.903,354.858
-0.727,-2.262,-0.200,-114.502,-38.086,387.085
-0.719,-1.943,-0.146,-125.122,-30.701,413.757
-0.729,-1.677,-0.155,-137.939,-21.240,432.068
-0.631,-1.298,-0.314,-144.592,-13.733,448.547
-0.631,-1.061,-0.314,-149.231,-20.691,447.693
-0.600,-0.926,-0.307,-152.710,-28.503,445.740
-0.599,-0.772,-0.284,-150.208,-33.691,448.059
-0.621,-0.546,-0.264,-148.193,-38.025,454.529
-0.641,-0.331,-0.247,-142.029,-40.405,459.595
-0.624,-0.150,-0.256,-130.310,-41.199,460.876
-0.599,0.017,-0.266,-118.042,-43.152,457.642
-0.561,0.154,-0.306,-107.727,-48.462,448.975
-0.525,0.238,-0.317,-99.487,-58.777,437.866
-0.544,0.328,-0.260,-89.539,-71.594,429.382
-0.563,0.430,-0.217,-82.214,-84.229,421.814
-0.535,0.545,-0.146,-76.538,-95.703,414.307
-0.523,0.696,-0.022,-72.876,-105.164,404.541
-0.494,0.901,0.104,-71.838,-113.403,390.381
-0.426,1.112,0.139,-68.115,-116.089,370.483
-0.332,1.239,0.221,-60.913,-116.028,340.820
-0.243,1.265,0.299,-54.321,-114.075,304.749
-0.179,1.257,0.360,-48.279,-110.352,270.691
-0.119,1.239,0.405,-41.321,-104.553,242.249
-0.070,1.232,0.464,-33.569,-97.900,217.773
-0.038,1.277,0.546,-27.283,-91.431,195.496
0.014,1.351,0.615,-22.095,-83.374,172.241
0.062,1.372,0.685,-18.860,-72.632,145.752
0.100,1.363,0.761,-17.761,-60.425,117.920
0.141,1.376,0.811,-18.005,-48.462,91.431
0.185,1.370,0.822,-16.846,-36.194,65.796
0.229,1.326,0.814,-12.634,-24.536,41.138
0.282,1.261,0.804,-5.676,-14.832,19.043
0.343,1.168,0.789,1.160,-6.348,-0.244
0.395,1.047,0.771,6.042,-1.099,-16.785
0.440,0.932,0.763,8.606,1.831,-30.029
0.484,0.825,0.760,9.644,3.235,-39.551
0.519,0.725,0.767,11.108,4.028,-45.593
0.545,0.638,0.773,12.878,4.822,-48.584
0.606,0.576,0.782,13.916,6.714,-49.011
0.636,0.505,0.782,15.503,8.789,-48.645
0.670,0.458,0.774,18.921,10.010,-46.936
0.707,0.411,0.753,17.944,12.512,-46.326
0.733,0.360,0.729,15.564,14.282,-46.265
0.761,0.311,0.699,13.306,16.418,-45.593
0.783,0.266,0.669,13.123,18.677,-43.945
0.800,0.236,0.636,14.343,20.630,-40.894
0.819,0.214,0.596,15.259,22.339,-38.025
0.830,0.175,0.558,15.564,22.827,-35.767
0.839,0.148,0.523,15.991,22.400,-32.471
0.840,0.133,0.495,16.418,21.729,-28.564
0.847,0.128,0.477,17.029,20.203,-24.109
0.851,0.134,0.459,16.602,18.433,-20.752
0.852,0.133,0.442,15.381,16.296,-18.066
0.855,0.127,0.430,14.282,13.123,-15.686
0.846,0.131,0.428,12.878,9.705,-13.306
0.841,0.135,0.443,10.498,5.798,-11.414
0.836,0.130,0.457,6.165,2.563,-10.315
0.833,0.126,0.461,2.441,0.244,-8.606
0.824,0.138,0.477,0.977,-1.953,-5.371
0.813,0.164,0.496,0.916,-3.662,-2.197
0.805,0.187,0.507,0.427,-4.395,0.488
0.795,0.200,0.521,-0.061,-5.249,2.502
0.788,0.222,0.527,-0.366,-5.798,4.150
0.781,0.241,0.535,-0.427,-6.287,5.310
0.771,0.252,0.548,-0.671,-6.897,6.042
0.762,0.266,0.566,-0.671,-7.263,6.592
0.758,0.280,0.579,-1.282,-7.080,6.775
0.757,0.292,0.581,-2.197,-6.287,6.775
0.753,0.301,0.581,-2.075,-5.493,6.958
0.747,0.314,0.587,-1.099,-4.822,7.568
0.745,0.341,0.592,0.244,-4.089,8.240
0.746,0.358,0.597,1.465,-3.052,7.568
0.750,0.361,0.589,1.343,-1.709,5.493
0.750,0.356,0.578,1.282,-0.671,3.357
0.745,0.350,0.570,1.831,-0.183,1.953
0.745,0.355,0.567,2.197,0.122,1.160
0.751,0.362,0.560,2.380,0.488,0.061
0.759,0.351,0.556,2.380,0.610,-2.075
0.765,0.334,0.551,1.709,0.366,-3.723
0.771,0.313,0.552,1.282,0.061,-4.822
0.773,0.295,0.551,1.282,-0.305,-5.066
0.775,0.280,0.552,1.526,-0.793,-4.700

-0.358,2.292,0.642,4.639,51.514,-96.680
-0.475,2.485,0.576,19.226,64.209,-151.062
