aX,aY,aZ,gX,gY,gZ
-0.591,2.502,0.401,40.344,79.407,-215.759
-0.765,2.323,0.211,66.528,91.736,-283.447
-0.940,2.078,0.020,91.797,99.976,-345.459
-1.088,1.876,-0.185,111.694,107.422,-398.499
-1.229,1.668,-0.352,128.906,110.901,-449.219
-1.353,1.465,-0.489,141.663,109.680,-499.023
-1.530,1.204,-0.580,147.095,102.661,-546.082
-1.631,0.887,-0.684,143.066,92.224,-591.064
-1.754,0.637,-0.656,137.207,77.271,-630.493
-1.922,0.453,-0.604,133.911,62.866,-664.429
-2.220,0.173,-0.445,125.244,41.443,-710.571
-2.526,-0.331,-0.513,123.596,22.095,-755.371
-2.728,-1.371,-1.004,137.817,1.282,-785.706
-2.431,-2.575,-1.303,168.152,-9.705,-777.283
-2.112,-3.876,-1.605,220.886,-19.714,-733.459
-1.829,-4.000,-1.199,229.431,-44.434,-658.936
-1.342,-4.000,-0.592,199.036,-49.072,-499.756
-1.346,-4.000,0.137,142.090,-75.562,-333.740
-1.284,-4.000,0.228,81.177,-60.547,-212.769
-1.084,-4.000,-0.055,51.941,-13.062,-143.860
-0.812,-4.000,-0.210,47.546,11.292,-92.041
-0.579,-4.000,-0.202,55.603,14.221,-25.085
-0.419,-4.000,-0.151,61.401,14.404,47.668
-0.296,-4.000,-0.121,54.016,18.677,120.667
-0.233,-4.000,-0.103,33.264,24.536,181.702
-0.157,-3.647,-0.209,5.188,31.006,231.079
-0.167,-3.188,-0.327,-29.724,31.555,261.108
-0.186,-2.861,-0.357,-62.561,26.550,277.588
-0.205,-2.629,-0.344,-85.754,22.095,288.086
-0.187,-2.440,-0.339,-98.511,16.785,300.354
-0.190,-2.233,-0.243,-102.966,5.615,314.331
-0.202,-2.001,-0.197,-105.896,-4.395,329.102
-0.193,-1.824,-0.197,-110.596,-9.644,341.492
-0.219,-1.649,-0.131,-113.770,-16.785,353.149
-0.265,-1.392,-0.120,-117.188,-23.010,368.103
-0.295,-1.122,-0.153,-121.399,-27.832,382.263
-0.314,-0.844,-0.174,-123.840,-30.823,393.738
-0.341,-0.563,-0.205,-120.300,-34.363,402.283
-0.367,-0.403,-0.185,-122.009,-42.786,400.940
-0.359,-0.235,-0.286,-125.122,-46.082,402.100
-0.406,-0.095,-0.311,-125.305,-53.162,403.320
-0.469,0.062,-0.259,-121.826,-63.965,404.724
-0.487,0.263,-0.242,-117.004,-71.472,406.128
-0.517,0.416,-0.205,-110.779,-77.759,401.733
-0.505,0.552,-0.161,-102.356,-84.045,393.677
-0.501,0.685,-0.091,-92.651,-90.698,383.179
-0.466,0.787,-0.037,-85.266,-95.154,368.042
-0.408,0.862,0.008,-79.468,-98.145,349.915
-0.352,0.974,0.101,-73.669,-101.196,331.848
-0.316,1.104,0.244,-68.176,-103.027,311.340
-0.244,1.234,0.361,-63.660,-99.182,284.363
-0.158,1.349,0.438,-61.890,-91.187,253.113
-0.084,1.423,0.510,-56.580,-82.520,218.018
-0.003,1.451,0.580,-46.997,-73.364,181.030
0.068,1.417,0.632,-35.339,-62.622,143.555
0.132,1.338,0.690,-23.254,-51.208,108.459
0.186,1.224,0.717,-12.634,-39.063,76.965
0.233,1.087,0.711,-5.005,-27.466,50.415
0.281,0.971,0.694,0.488,-18.066,30.457
0.333,0.851,0.680,5.188,-11.536,16.479
0.376,0.737,0.696,9.277,-6.775,6.958
0.418,0.664,0.724,12.268,-2.930,2.014
0.474,0.589,0.747,13.428,1.892,-1.648
0.534,0.529,0.740,12.390,7.690,-4.272
0.597,0.506,0.727,11.475,11.902,-5.615
0.658,0.472,0.714,11.597,14.832,-7.629
0.713,0.443,0.700,11.597,16.907,-9.827
0.766,0.436,0.688,11.230,17.456,-11.414
0.810,0.412,0.677,11.292,17.456,-14.038
0.839,0.362,0.672,11.047,16.357,-17.700
0.859,0.298,0.658,10.986,15.198,-20.081
0.868,0.224,0.652,12.085,13.794,-19.958
0.870,0.164,0.647,12.878,13.000,-17.334
0.887,0.142,0.637,12.878,13.062,-12.756
0.866,0.127,0.625,12.756,12.939,-7.812
0.868,0.159,0.599,13.184,11.719,-2.808
0.869,0.167,0.579,9.216,10.986,-1.099
0.859,0.182,0.567,5.676,9.216,0.061
0.854,0.200,0.560,4.578,7.996,1.587
0.847,0.216,0.547,4.028,7.263,2.441
0.832,0.241,0.536,3.296,6.531,2.808
0.820,0.263,0.526,2.563,5.554,2.197
0.814,0.276,0.521,2.136,4.700,0.366
0.814,0.274,0.514,1.953,3.662,-2.075
0.807,0.241,0.504,1.343,2.380,-4.578
0.796,0.196,0.502,0.793,0.793,-6.348
0.791,0.170,0.509,1.160,-0.854,-5.615
0.786,0.172,0.520,2.075,-1.831,-3.296
0.783,0.177,0.524,3.052,-2.197,-1.099
0.787,0.177,0.524,3.235,-2.502,0.732
0.788,0.182,0.530,1.953,-2.991,2.014
0.786,0.188,0.540,-0.061,-3.662,2.686
0.786,0.194,0.551,-2.319,-4.150,3.113
0.795,0.201,0.564,-4.395,-3.967,3.784
0.790,0.192,0.565,-5.249,-3.662,4.517
0.787,0.195,0.575,-3.418,-3.845,6.653
0.794,0.184,0.560,-3.357,-2.075,8.362
0.793,0.193,0.552,-2.808,-1.099,11.169
0.796,0.214,0.539,-1.648,-0.671,14.526
0.797,0.228,0.531,-0.610,-0.305,16.968
0.795,0.246,0.531,-0.122,-0.244,18.799
0.791,0.266,0.527,-0.610,-0.793,20.020
0.785,0.291,0.530,-1.526,-1.282,20.813
0.786,0.327,0.534,-1.587,-1.831,20.935
0.786,0.340,0.534,-1.831,-1.770,19.409
0.783,0.343,0.534,-1.648,-1.526,17.517
0.774,0.350,0.531,-0.977,-1.526,16.113
0.768,0.357,0.529,-0.305,-1.770,15.015
0.761,0.363,0.530,-0.305,-2.258,13.489
0.755,0.361,0.533,-0.793,-2.869,11.658
0.750,0.359,0.537,-1.038,-3.296,10.254
0.746,0.358,0.541,-0.977,-3.601,9.460
0.739,0.359,0.548,-0.671,-4.211,8.972
0.734,0.360,0.557,-0.427,-4.761,8.606
0.730,0.370,0.573,-0.122,-4.883,8.301
0.730,0.385,0.579,0.427,-4.395,7.385
0.734,0.378,0.572,1.221,-3.601,5.493

0.113,1.745,0.890,-30.090,-0.854,-49.194
0.008,1.898,0.893,-18.372,2.991,-87.219
-0.073,1.861,0.829,-6.104,11.047,-131.592
-0.164,1.745,0.775,9.216,22.644,-172.852
-0.296,1.762,0.762,25.024,39.063,-207.092
-0.386,1.893,0.718,40.833,67.932,-244.019
-0.387,1.990,0.511,59.570,100.220,-289.124
-0.478,1.925,0.317,78.857,110.718,-342.773
-0.615,1.749,0.144,96.802,111.084,-396.240
-0.740,1.586,-0.052,111.816,108.276,-444.580
-0.913,1.310,-0.178,126.892,101.807,-491.638
-1.082,1.097,-0.266,141.541,95.642,-532.104
-1.229,0.985,-0.385,157.166,93.018,-568.726
-1.440,0.891,-0.527,171.143,91.187,-607.727
-1.746,0.702,-0.632,185.974,86.670,-652.710
-1.995,0.250,-0.760,207.397,84.656,-697.571
-2.230,-0.220,-0.867,230.347,82.764,-726.807
-2.368,-0.495,-0.998,254.944,81.543,-733.093
-2.312,-0.737,-1.193,275.330,79.895,-731.384
-2.397,-1.318,-1.496,267.151,72.876,-740.234
-2.203,-1.961,-1.263,230.774,42.419,-734.680
-1.977,-2.154,-1.307,211.731,-2.808,-663.330
-1.857,-2.761,-1.384,199.402,-26.733,-603.394
-1.648,-3.323,-1.370,162.598,-31.982,-544.739
-1.627,-3.635,-1.163,130.249,-47.668,-470.215
-1.578,-4.000,-1.035,104.919,-57.983,-390.259
-1.624,-4.000,-0.827,84.106,-59.753,-299.805
-1.643,-4.000,-0.740,72.388,-52.368,-199.829
-1.704,-4.000,-0.607,64.392,-41.809,-107.910
-1.701,-4.000,-0.477,54.688,-30.884,-29.907
-1.640,-4.000,-0.349,44.373,-24.353,40.161
-1.504,-3.979,-0.370,25.818,-20.203,102.112
-1.362,-3.998,-0.504,-2.441,-16.724,155.090
-1.210,-4.000,-0.650,-29.419,-19.165,210.083
-1.156,-3.999,-0.691,-49.805,-29.175,270.935
-1.194,-3.800,-0.737,-68.237,-42.297,337.219
-1.271,-3.458,-0.676,-92.163,-54.565,398.926
-1.343,-3.046,-0.502,-114.014,-61.035,448.425
-1.361,-2.571,-0.377,-129.700,-57.434,485.229
-1.306,-2.048,-0.328,-140.991,-48.523,508.728
-1.168,-1.541,-0.332,-145.630,-40.283,518.311
-1.017,-1.105,-0.343,-148.987,-38.574,513.733
-0.843,-0.828,-0.377,-154.114,-39.978,497.131
-0.693,-0.677,-0.405,-157.043,-43.823,475.464
-0.607,-0.668,-0.456,-157.532,-51.636,456.909
-0.536,-0.652,-0.446,-153.809,-61.523,447.876
-0.567,-0.497,-0.368,-152.161,-69.580,448.425
-0.577,-0.248,-0.310,-151.794,-75.378,451.965
-0.550,-0.026,-0.302,-150.146,-77.942,449.829
-0.531,0.148,-0.260,-147.156,-80.933,441.833
-0.467,0.303,-0.315,-142.029,-83.252,432.312
-0.445,0.380,-0.306,-134.583,-88.257,421.936
-0.470,0.449,-0.201,-124.756,-96.924,412.292
-0.472,0.588,-0.124,-115.356,-100.098,405.029
-0.447,0.744,-0.046,-108.398,-100.403,394.470
-0.367,0.888,0.009,-100.647,-98.328,378.418
-0.282,0.985,0.027,-92.651,-95.642,357.971
-0.208,1.047,0.021,-84.595,-96.436,335.327
-0.147,1.135,0.093,-75.928,-103.577,312.866
-0.101,1.204,0.215,-69.031,-110.718,286.865
-0.033,1.238,0.298,-64.514,-110.962,257.385
0.013,1.229,0.398,-59.448,-108.398,226.562
0.062,1.232,0.500,-53.467,-105.408,197.449
0.099,1.229,0.614,-47.729,-102.051,168.823
0.153,1.189,0.693,-42.358,-96.252,139.587
0.198,1.151,0.744,-36.621,-86.487,113.037
0.253,1.106,0.777,-28.503,-75.684,89.600
0.313,1.030,0.804,-19.714,-64.209,67.993
0.355,0.969,0.813,-13.123,-52.734,49.622
0.387,0.906,0.819,-9.277,-42.847,33.936
0.416,0.834,0.823,-7.019,-34.546,19.958
0.455,0.753,0.815,-5.127,-27.283,8.118
0.489,0.648,0.801,-2.869,-20.142,-0.488
0.514,0.565,0.800,0.000,-14.648,-4.089
0.544,0.519,0.797,1.526,-9.705,-4.700
0.582,0.492,0.782,2.502,-4.944,-4.272
0.610,0.460,0.756,2.747,-1.953,-3.906
0.642,0.460,0.743,3.235,-0.183,-2.441
0.676,0.463,0.723,4.395,0.732,-0.854
0.697,0.410,0.699,6.226,1.343,-0.427
0.720,0.407,0.703,7.874,0.610,1.160
0.733,0.386,0.699,6.897,0.183,1.404
0.736,0.359,0.704,3.723,-0.671,0.122
0.738,0.350,0.707,1.160,-1.160,-0.305
0.732,0.342,0.710,0.183,-0.427,-0.244
0.719,0.348,0.713,1.465,0.977,0.122
0.705,0.359,0.710,3.296,2.991,0.488
0.696,0.373,0.696,4.822,5.859,0.122
0.694,0.393,0.668,5.981,8.789,-1.221
0.707,0.399,0.637,7.446,11.597,-3.845
0.714,0.355,0.602,8.850,13.550,-7.568
0.708,0.320,0.570,10.132,14.465,-9.705
0.722,0.298,0.534,10.498,14.893,-10.010
0.730,0.268,0.520,9.033,12.817,-10.742
0.734,0.247,0.514,7.080,9.949,-10.010
0.739,0.235,0.517,5.920,7.385,-7.874
0.747,0.238,0.520,4.944,4.883,-5.249
0.750,0.238,0.522,3.723,2.869,-3.235
0.751,0.245,0.528,2.319,0.916,-1.587
0.745,0.261,0.542,1.282,-1.099,0.732
0.739,0.297,0.565,0.427,-2.136,3.052
0.752,0.342,0.558,-1.038,-1.953,4.028
0.738,0.353,0.587,-1.221,-2.380,2.502
0.741,0.356,0.579,-0.793,-2.075,0.977
0.729,0.350,0.592,0.305,-2.136,-0.488
0.723,0.343,0.598,2.014,-2.136,-0.732
0.719,0.340,0.601,3.235,-1.343,-0.549
0.720,0.355,0.606,4.333,-0.854,0.122
0.724,0.356,0.602,4.822,-0.244,-0.122
0.726,0.344,0.595,4.822,-0.183,-1.221
0.721,0.335,0.594,5.066,-0.305,-1.526
0.720,0.324,0.586,5.249,-0.244,-1.160
0.723,0.319,0.577,4.578,-0.610,-0.610
0.722,0.315,0.580,3.479,-1.465,-0.183
0.719,0.311,0.584,2.197,-2.625,0.122
0.712,0.316,0.591,1.404,-3.540,1.099
0.708,0.327,0.599,1.526,-3.784,2.319
0.706,0.341,0.609,2.136,-3.662,3.418
0.708,0.370,0.613,3.113,-2.930,4.211

-0.645,1.788,0.784,-15.564,-13.489,-51.575
-0.696,2.198,0.859,-4.944,-0.549,-83.252
-0.928,2.606,0.998,14.221,17.151,-134.827
-1.094,2.836,0.959,40.405,45.776,-208.557
-1.312,2.696,0.784,82.214,88.074,-299.988
-1.492,2.350,0.496,129.883,140.137,-389.771
-1.588,2.000,0.024,175.232,192.261,-468.628
-1.745,1.666,-0.276,210.693,219.971,-533.936
-1.960,1.485,-0.481,235.718,236.511,-600.220
-2.218,1.312,-0.770,249.817,252.014,-678.467
-2.645,0.863,-1.187,250.671,257.751,-772.156
-3.307,0.072,-1.487,241.516,249.451,-871.155
-3.784,-0.698,-1.821,238.037,228.149,-951.477
-3.764,-2.156,-2.795,234.070,197.021,-1004.639
-3.364,-3.880,-3.002,245.117,139.587,-992.737
-2.772,-4.000,-2.677,305.237,57.556,-881.042
-1.936,-4.000,-2.839,317.017,21.423,-734.741
-1.304,-4.000,-2.598,257.996,9.766,-583.557
-1.016,-4.000,-1.952,168.884,-17.273,-454.895
-0.891,-4.000,-1.220,82.153,-46.753,-340.698
-0.930,-4.000,-0.658,27.588,-70.801,-227.417
-0.769,-4.000,-0.436,14.526,-53.528,-107.300
-0.600,-4.000,-0.594,9.277,-12.390,6.897
-0.506,-3.735,-0.573,5.920,4.150,95.703
-0.427,-3.197,-0.504,0.916,-0.366,149.475
-0.350,-2.873,-0.429,-8.667,-16.846,180.481
-0.323,-2.689,-0.413,-29.724,-36.255,200.439
-0.373,-2.564,-0.387,-55.969,-54.810,214.478
-0.406,-2.492,-0.379,-81.604,-69.519,226.562
-0.417,-2.432,-0.317,-105.164,-78.064,240.112
-0.422,-2.321,-0.236,-118.164,-77.393,257.935
-0.419,-2.098,-0.166,-122.375,-71.716,281.189
-0.390,-1.837,-0.143,-124.695,-64.392,302.002
-0.337,-1.631,-0.125,-125.916,-59.143,315.308
-0.291,-1.482,-0.117,-127.441,-56.641,323.608
-0.286,-1.303,-0.097,-129.883,-57.678,332.153
-0.223,-1.115,-0.152,-131.042,-57.434,341.553
-0.162,-0.984,-0.247,-132.324,-56.519,347.656
-0.132,-0.862,-0.296,-137.939,-60.425,352.112
-0.133,-0.725,-0.289,-144.043,-68.481,356.812
-0.122,-0.621,-0.296,-146.851,-75.500,361.328
-0.133,-0.510,-0.306,-150.085,-79.712,366.028
-0.166,-0.307,-0.247,-152.466,-87.402,371.155
-0.158,-0.144,-0.179,-151.062,-92.407,370.483
-0.131,-0.083,-0.133,-147.217,-91.003,363.281
-0.096,-0.040,-0.105,-144.165,-88.440,355.835
-0.108,0.039,-0.047,-139.954,-87.708,350.525
-0.124,0.147,-0.001,-137.146,-86.975,346.863
-0.116,0.235,0.074,-134.827,-84.412,339.966
-0.106,0.295,0.109,-133.667,-80.872,331.421
-0.093,0.395,0.146,-131.470,-79.895,323.608
-0.079,0.458,0.201,-128.174,-80.566,314.270
-0.070,0.511,0.248,-121.521,-80.872,304.321
-0.087,0.578,0.309,-113.098,-80.566,296.509
-0.101,0.649,0.385,-102.844,-78.308,290.222
-0.096,0.758,0.492,-93.567,-74.219,283.020
-0.083,0.911,0.572,-86.731,-67.932,272.949
-0.046,1.088,0.628,-78.918,-60.730,257.751
0.005,1.209,0.644,-69.336,-52.490,235.962
0.063,1.288,0.659,-58.167,-45.044,209.045
0.126,1.333,0.681,-46.997,-38.574,179.382
0.180,1.353,0.697,-35.950,-32.654,148.437
0.219,1.347,0.710,-26.978,-27.222,118.347
0.259,1.292,0.717,-18.799,-22.156,89.355
0.304,1.204,0.707,-10.925,-15.564,62.134
0.337,1.100,0.688,-4.944,-9.583,39.185
0.366,1.004,0.672,-0.305,-5.493,20.935
0.400,0.922,0.651,3.235,-3.052,6.287
0.448,0.833,0.643,5.371,-1.221,-5.737
0.477,0.732,0.635,4.700,0.305,-16.357
0.511,0.665,0.640,5.005,0.061,-22.827
0.564,0.609,0.635,6.897,0.977,-26.672
0.612,0.538,0.630,8.606,2.441,-30.151
0.640,0.478,0.634,9.338,2.747,-31.860
0.666,0.414,0.629,9.644,3.052,-31.677
0.682,0.360,0.621,10.437,3.174,-29.419
0.693,0.329,0.614,11.230,3.174,-25.024
0.699,0.319,0.611,12.085,2.930,-20.142
0.710,0.332,0.602,12.451,2.502,-15.747
0.707,0.349,0.606,11.841,1.953,-12.817
0.722,0.355,0.595,9.460,1.648,-12.268
0.728,0.363,0.607,6.592,-0.244,-12.817
0.729,0.368,0.625,4.639,-2.014,-14.221
0.736,0.355,0.635,3.235,-2.380,-16.174
0.735,0.346,0.657,3.296,-2.563,-17.517
0.742,0.328,0.664,3.662,-1.526,-18.494
0.747,0.311,0.659,4.700,0.610,-18.982
0.748,0.294,0.646,6.775,2.686,-18.616
0.745,0.274,0.633,9.399,4.822,-17.456
0.744,0.260,0.614,11.780,7.202,-15.686
0.746,0.238,0.596,12.878,8.728,-13.611
0.752,0.235,0.567,12.024,9.338,-11.292
0.748,0.224,0.555,10.925,8.972,-8.789
0.745,0.227,0.544,10.376,7.935,-5.737
0.738,0.241,0.549,9.460,6.775,-3.235
0.739,0.256,0.559,8.240,6.165,-1.465
0.747,0.298,0.549,7.629,6.042,0.671
0.750,0.317,0.541,5.615,5.554,0.183
0.748,0.313,0.535,3.113,4.456,-1.953
0.742,0.311,0.532,1.892,3.113,-2.747
0.737,0.307,0.537,1.892,2.258,-2.808
0.736,0.308,0.547,2.258,2.136,-2.258
0.739,0.324,0.548,2.380,2.502,-1.221
0.745,0.333,0.548,2.441,2.563,-1.099
0.748,0.328,0.548,2.502,2.075,-1.831
0.748,0.321,0.551,2.197,1.465,-2.563
0.747,0.308,0.560,1.953,0.916,-2.869
0.747,0.299,0.573,1.831,0.427,-2.625
0.750,0.307,0.576,1.953,0.732,-1.831
0.757,0.306,0.574,2.075,1.099,-1.282
0.764,0.301,0.573,2.258,0.916,-0.854
0.767,0.302,0.573,2.747,0.916,0.000
0.767,0.305,0.575,2.930,0.671,0.671
0.765,0.306,0.573,2.991,0.305,1.282
0.759,0.309,0.571,2.991,0.061,1.892
0.756,0.308,0.572,3.357,-0.305,2.258
0.755,0.306,0.574,3.967,-0.427,2.991
0.752,0.307,0.575,4.883,-0.488,4.028
0.750,0.308,0.575,5.737,-0.671,5.066

-0.741,2.195,0.804,-38.147,-50.232,25.818
-1.015,2.745,1.138,-31.738,-50.476,-25.635
-1.243,3.362,1.344,-16.479,-26.428,-99.304
-1.575,3.677,1.371,16.052,20.447,-197.876
-1.896,3.505,1.229,64.880,82.214,-316.772
-2.214,3.031,0.837,124.512,153.931,-434.448
-2.484,2.431,0.287,187.866,213.501,-530.151
-2.750,1.890,-0.210,242.065,249.451,-600.647
-2.925,1.476,-0.709,277.344,277.283,-654.053
-3.176,1.282,-0.962,294.128,286.621,-700.562
-3.503,1.236,-1.186,299.622,288.696,-755.859
-3.726,0.816,-2.005,296.875,292.664,-830.383
-4.000,-0.173,-2.732,280.762,275.513,-920.593
-4.000,-1.429,-2.953,273.926,232.422,-997.803
-4.000,-2.413,-3.411,280.701,175.354,-1014.343
-4.000,-3.911,-3.766,276.733,127.075,-1002.869
-3.601,-4.000,-3.596,266.907,84.290,-948.730
-2.672,-4.000,-3.259,243.652,33.997,-827.332
-1.704,-4.000,-2.707,198.120,12.817,-667.664
-1.246,-4.000,-1.748,154.480,-0.122,-497.864
-0.920,-4.000,-1.264,123.230,-6.409,-302.856
-0.856,-4.000,-1.021,92.163,-6.287,-101.868
-0.898,-4.000,-0.818,64.880,-1.831,28.870
-0.778,-3.678,-0.767,34.851,1.282,90.271
-0.694,-3.197,-0.625,5.371,-10.803,116.577
-0.586,-2.936,-0.481,-10.742,-21.362,132.446
-0.505,-2.789,-0.375,-18.066,-31.860,148.682
-0.458,-2.692,-0.358,-30.029,-39.978,164.978
-0.466,-2.699,-0.347,-53.711,-49.316,176.208
-0.461,-2.686,-0.363,-82.642,-60.059,188.599
-0.458,-2.620,-0.379,-106.384,-71.106,206.238
-0.462,-2.606,-0.333,-125.854,-73.486,223.206
-0.492,-2.560,-0.264,-140.259,-69.092,243.225
-0.523,-2.384,-0.210,-148.682,-64.026,270.813
-0.544,-2.133,-0.180,-155.945,-59.387,298.279
-0.548,-1.881,-0.184,-164.612,-52.917,318.176
-0.513,-1.673,-0.260,-174.438,-43.274,330.811
-0.456,-1.507,-0.313,-180.054,-38.696,340.027
-0.440,-1.366,-0.324,-180.359,-38.513,348.999
-0.433,-1.176,-0.386,-176.270,-39.612,361.816
-0.406,-1.019,-0.448,-172.852,-41.504,373.657
-0.453,-0.846,-0.416,-171.448,-44.189,385.925
-0.487,-0.646,-0.408,-169.495,-41.565,398.376
-0.467,-0.489,-0.429,-169.312,-33.997,407.043
-0.443,-0.391,-0.427,-168.152,-27.954,412.231
-0.482,-0.252,-0.377,-160.522,-27.954,419.495
-0.510,-0.080,-0.313,-150.269,-31.067,427.002
-0.523,0.074,-0.252,-140.625,-31.555,431.641
-0.536,0.214,-0.199,-130.310,-29.663,435.608
-0.525,0.364,-0.157,-118.958,-26.428,438.232
-0.505,0.512,-0.117,-106.812,-22.034,436.096
-0.460,0.658,-0.065,-91.919,-16.479,429.199
-0.406,0.762,-0.052,-73.669,-10.620,416.626
-0.323,0.844,-0.035,-55.237,-13.489,398.437
-0.284,0.899,0.012,-41.809,-24.292,377.502
-0.228,0.988,0.085,-35.156,-36.682,355.164
-0.175,1.063,0.128,-33.936,-46.448,328.918
-0.130,1.172,0.167,-32.898,-55.664,301.453
-0.063,1.234,0.209,-28.442,-63.477,270.996
0.006,1.257,0.234,-21.973,-70.557,239.746
0.024,1.261,0.322,-15.137,-80.261,210.999
0.072,1.254,0.402,-11.169,-85.571,183.716
0.150,1.254,0.410,-10.498,-83.679,158.752
0.175,1.226,0.447,-10.132,-84.656,134.521
0.207,1.176,0.504,-10.315,-88.135,111.389
0.232,1.100,0.561,-12.817,-89.722,89.355
0.258,1.026,0.623,-15.625,-90.332,70.984
0.279,0.961,0.691,-17.334,-89.294,56.274
0.320,0.903,0.748,-18.616,-86.060,44.617
0.336,0.855,0.808,-19.104,-81.482,35.522
0.357,0.837,0.861,-19.165,-75.867,28.564
0.384,0.834,0.896,-17.761,-67.810,22.766
0.419,0.831,0.909,-14.954,-58.289,17.090
0.460,0.825,0.913,-11.230,-48.584,10.986
0.494,0.810,0.916,-7.568,-39.368,4.333
0.518,0.791,0.909,-4.395,-30.640,-2.319
0.535,0.757,0.891,-0.061,-21.973,-8.667
0.555,0.707,0.868,4.456,-13.916,-14.954
0.568,0.660,0.850,8.789,-6.897,-19.775
0.588,0.618,0.823,12.695,-1.099,-23.499
0.599,0.571,0.795,15.930,4.211,-26.611
0.611,0.540,0.766,17.883,8.545,-28.748
0.628,0.510,0.724,19.043,12.451,-30.273
0.646,0.465,0.670,20.569,15.198,-31.006
0.658,0.415,0.626,22.034,16.296,-29.968
0.670,0.384,0.596,22.400,15.747,-27.161
0.672,0.362,0.589,21.973,13.855,-23.804
0.676,0.365,0.575,18.555,12.939,-18.921
0.679,0.384,0.560,15.015,11.536,-14.893
0.680,0.404,0.561,11.963,9.338,-12.634
0.685,0.427,0.559,9.644,7.874,-11.841
0.695,0.442,0.558,8.179,7.324,-11.780
0.703,0.447,0.557,7.202,7.263,-12.634
0.710,0.457,0.558,7.019,6.836,-14.282
0.715,0.446,0.555,6.775,6.836,-17.029
0.716,0.416,0.549,5.859,6.714,-19.653
0.719,0.389,0.533,4.761,6.775,-21.362
0.711,0.358,0.538,4.211,6.042,-21.851
0.709,0.337,0.540,4.395,5.859,-21.057
0.709,0.324,0.535,4.883,6.287,-18.799
0.712,0.311,0.529,4.639,6.409,-16.174
0.714,0.306,0.519,3.662,6.165,-12.939
0.715,0.314,0.517,2.625,5.310,-9.033
0.714,0.338,0.528,1.831,4.272,-5.310
0.716,0.369,0.536,1.648,3.540,-2.930
0.719,0.390,0.537,1.343,3.418,-1.892
0.721,0.404,0.532,0.610,3.418,-1.770
0.718,0.411,0.530,0.488,2.930,-1.953
0.717,0.421,0.536,0.732,2.502,-2.075
0.721,0.436,0.536,1.038,2.441,-2.441
0.724,0.433,0.534,1.709,2.441,-3.235
0.725,0.414,0.533,2.014,1.709,-4.272
0.724,0.399,0.531,2.258,1.038,-4.456
0.720,0.394,0.537,2.563,0.366,-3.906
0.748,0.420,0.503,2.808,0.000,-3.418
0.706,0.387,0.577,3.418,-3.113,-4.395
0.716,0.375,0.548,3.235,-1.099,-3.540
0.723,0.402,0.526,2.991,0.488,-1.587
0.711,0.401,0.565,3.113,-1.770,-1.282

-0.537,1.633,0.790,29.663,1.770,-29.236
-0.683,1.816,0.786,36.499,14.282,-60.303
