aX,aY,aZ,gX,gY,gZ
-0.844,2.057,0.770,39.551,31.982,-100.159
-1.026,2.227,0.729,47.302,54.688,-150.757
-1.211,2.319,0.653,69.275,84.900,-209.229
-1.377,2.430,0.469,101.257,121.399,-270.630
-1.586,2.407,0.178,139.343,156.372,-338.196
-1.797,2.215,-0.174,181.091,191.162,-411.682
-1.880,1.927,-0.584,218.506,225.464,-484.924
-2.027,1.677,-0.835,241.272,240.356,-551.392
-2.219,1.621,-1.055,252.319,240.540,-613.708
-2.511,1.458,-1.234,255.981,232.361,-682.068
-2.948,1.263,-1.310,250.061,220.276,-764.587
-3.386,0.908,-1.740,232.239,214.172,-866.882
-4.000,0.021,-2.033,208.557,188.782,-987.305
-4.000,-1.239,-2.107,182.495,142.700,-1087.402
-4.000,-2.179,-2.027,202.209,86.182,-1107.361
-4.000,-2.870,-2.208,250.671,38.025,-1056.519
-4.000,-3.644,-2.543,291.992,3.174,-965.820
-3.508,-4.000,-3.254,275.452,-21.423,-833.130
-2.731,-4.000,-3.084,239.563,-43.518,-715.759
-2.561,-4.000,-1.679,194.092,-76.721,-632.996
-2.579,-4.000,-0.193,144.165,-85.754,-505.615
-2.298,-4.000,0.443,102.295,-60.242,-274.841
-2.134,-4.000,0.101,64.209,-3.601,-20.386
-2.038,-4.000,-0.232,48.889,41.565,156.494
-1.853,-3.652,-0.529,16.052,65.735,242.981
-1.599,-2.960,-0.645,-17.883,61.646,267.639
-1.299,-2.734,-0.583,-30.701,32.837,265.259
-1.160,-2.757,-0.425,-44.861,8.057,256.104
-1.099,-2.824,-0.382,-61.768,-2.258,254.700
-1.038,-2.811,-0.457,-79.834,-7.507,267.761
-1.013,-2.738,-0.506,-98.694,-12.817,290.649
-1.056,-2.589,-0.379,-115.601,-17.151,317.688
-1.126,-2.360,-0.172,-129.089,-17.822,345.825
-1.132,-2.052,-0.062,-138.611,-8.362,372.253
-1.083,-1.744,-0.049,-150.574,7.751,388.855
-0.927,-1.510,-0.181,-163.635,24.048,394.165
-0.782,-1.366,-0.345,-170.898,32.532,392.761
-0.674,-1.270,-0.469,-171.326,30.640,392.029
-0.627,-1.181,-0.500,-166.138,21.362,395.203
-0.595,-1.099,-0.510,-156.128,9.644,402.832
-0.563,-1.036,-0.547,-145.447,0.000,411.987
-0.569,-0.958,-0.612,-141.296,-8.179,422.791
-0.582,-0.898,-0.688,-141.479,-16.296,434.692
-0.633,-0.751,-0.651,-141.113,-25.574,448.975
-0.677,-0.540,-0.531,-141.296,-29.907,461.182
-0.652,-0.318,-0.510,-141.968,-23.621,466.736
-0.619,-0.087,-0.507,-141.663,-16.663,467.163
-0.567,0.140,-0.495,-139.587,-16.724,463.562
-0.516,0.315,-0.475,-136.169,-22.034,454.895
-0.495,0.437,-0.426,-128.906,-29.419,442.810
-0.474,0.530,-0.350,-118.042,-37.598,431.213
-0.456,0.606,-0.295,-104.980,-43.945,422.241
-0.448,0.705,-0.202,-92.285,-48.645,412.964
-0.423,0.815,-0.133,-80.627,-50.537,401.001
-0.399,0.931,-0.073,-67.688,-50.354,388.611
-0.361,1.029,-0.079,-51.208,-50.232,375.793
-0.298,1.124,-0.020,-35.034,-52.246,361.328
-0.274,1.239,0.055,-15.442,-58.167,339.539
-0.233,1.322,0.149,-7.385,-69.702,311.584
-0.194,1.430,0.281,-2.686,-80.872,280.273
-0.161,1.476,0.405,-0.488,-88.623,245.483
-0.132,1.500,0.520,-1.099,-92.773,209.656
-0.063,1.523,0.585,-2.991,-92.957,176.147
-0.017,1.503,0.620,-3.235,-89.783,143.494
0.016,1.487,0.689,-2.380,-88.257,112.915
0.071,1.452,0.745,-4.944,-83.618,82.275
0.116,1.382,0.799,-10.010,-78.430,51.453
0.169,1.304,0.848,-14.465,-73.792,22.400
0.239,1.206,0.882,-17.517,-68.420,-2.991
0.282,1.098,0.896,-18.738,-62.866,-23.926
0.340,0.990,0.919,-18.555,-57.922,-40.161
0.393,0.882,0.944,-16.602,-51.819,-51.697
0.444,0.768,0.959,-14.282,-44.434,-59.448
0.485,0.669,0.979,-11.536,-36.865,-63.171
0.516,0.596,0.989,-7.751,-28.931,-63.538
0.568,0.503,0.975,-2.930,-19.104,-62.744
0.613,0.399,0.948,2.441,-8.728,-60.181
0.646,0.303,0.916,8.301,0.061,-54.504
0.665,0.233,0.887,13.550,8.484,-45.959
0.687,0.201,0.842,17.578,16.724,-35.645
0.714,0.210,0.792,19.958,23.804,-25.146
0.734,0.256,0.755,21.240,28.870,-15.991
0.752,0.334,0.716,22.400,33.142,-9.705
0.770,0.408,0.664,23.010,36.499,-7.751
0.782,0.431,0.606,23.132,38.574,-10.742
0.791,0.408,0.551,23.376,39.185,-16.052
0.799,0.364,0.498,23.499,38.757,-20.203
0.801,0.310,0.452,22.522,36.499,-22.339
0.799,0.259,0.425,20.020,32.104,-22.461
0.798,0.230,0.409,16.418,27.039,-20.386
0.794,0.224,0.411,12.756,22.095,-16.357
0.793,0.247,0.409,9.949,18.250,-12.085
0.786,0.260,0.417,7.568,14.343,-9.094
0.780,0.277,0.425,4.944,11.108,-6.836
0.770,0.314,0.433,2.808,8.179,-4.944
0.757,0.341,0.447,1.526,5.005,-4.395
0.741,0.365,0.470,0.183,2.563,-4.639
0.731,0.387,0.493,-0.366,1.099,-5.127
0.724,0.397,0.510,0.183,0.732,-5.859
0.720,0.401,0.524,1.526,0.977,-6.531
0.722,0.394,0.530,3.479,1.526,-7.263
0.722,0.371,0.534,5.432,2.197,-7.935
0.722,0.356,0.534,6.165,2.869,-8.057
0.730,0.346,0.529,5.615,3.418,-7.568
0.736,0.337,0.526,4.456,3.662,-6.958
0.745,0.342,0.521,3.540,4.089,-5.310
0.751,0.360,0.520,3.723,4.028,-3.662
0.761,0.387,0.513,4.028,4.150,-2.808
0.770,0.396,0.504,4.028,4.211,-3.113
0.775,0.394,0.500,3.418,3.418,-4.272
0.773,0.384,0.501,2.808,2.380,-5.676
0.774,0.376,0.503,2.625,1.526,-6.653
0.778,0.377,0.509,2.258,0.854,-7.385
0.786,0.361,0.505,1.587,0.061,-8.728
0.786,0.335,0.504,0.244,-0.854,-10.315
0.789,0.308,0.507,-0.854,-1.953,-10.620
0.792,0.285,0.517,-0.793,-2.380,-9.766

-0.559,1.601,0.999,-14.893,-64.392,12.695
-0.693,1.874,1.076,-12.451,-53.284,-13.062
-0.850,2.099,1.194,-4.395,-40.161,-50.232
-1.030,2.326,1.275,9.033,-20.996,-96.436
-1.230,2.434,1.271,29.907,6.104,-152.283
-1.399,2.324,1.178,58.411,41.870,-216.736
-1.567,2.099,1.021,88.318,81.726,-280.579
-1.719,1.893,0.830,119.080,123.047,-340.149
-1.875,1.743,0.646,152.161,168.091,-394.470
-2.057,1.629,0.438,184.326,216.248,-447.815
-2.138,1.388,0.053,215.210,264.343,-502.930
-2.260,1.103,-0.237,238.098,294.556,-555.847
-2.398,0.999,-0.457,251.892,311.218,-601.074
-2.508,0.813,-0.852,255.432,323.730,-649.963
-2.742,0.586,-1.075,250.793,322.205,-709.778
-3.091,0.302,-1.388,246.643,323.853,-779.907
-3.389,-0.435,-2.032,231.812,321.594,-861.328
-3.799,-1.185,-2.420,222.656,278.809,-924.377
-3.840,-1.987,-3.241,244.995,222.961,-948.242
-2.992,-3.757,-4.000,270.325,192.383,-927.551
-2.230,-4.000,-4.000,254.333,142.395,-871.277
-1.872,-4.000,-2.837,219.421,57.007,-735.840
-1.582,-4.000,-1.601,191.711,-3.662,-534.546
-1.262,-4.000,-1.231,140.320,-15.625,-330.566
-1.071,-4.000,-1.266,85.266,15.747,-157.715
-0.878,-4.000,-1.284,52.551,39.429,-19.470
-0.695,-4.000,-1.142,29.724,32.532,83.862
-0.599,-3.981,-0.842,13.184,9.705,153.931
-0.476,-3.445,-0.654,5.188,-2.930,199.158
-0.334,-3.082,-0.636,-4.883,-7.935,223.145
-0.280,-2.849,-0.635,-21.667,-18.982,235.229
-0.304,-2.653,-0.595,-41.748,-33.569,243.713
-0.301,-2.499,-0.601,-62.195,-46.326,251.770
-0.300,-2.450,-0.600,-77.698,-55.969,260.376
-0.294,-2.445,-0.552,-87.524,-61.646,270.386
-0.320,-2.402,-0.418,-94.055,-64.270,288.025
-0.367,-2.218,-0.301,-98.694,-65.063,312.500
-0.390,-1.930,-0.259,-106.018,-63.171,336.731
-0.364,-1.643,-0.271,-116.333,-58.777,351.807
-0.323,-1.404,-0.334,-125.488,-55.359,359.131
-0.293,-1.174,-0.410,-132.141,-56.519,362.915
-0.259,-1.002,-0.447,-135.986,-63.843,363.525
-0.240,-0.934,-0.438,-135.742,-72.876,362.183
-0.284,-0.854,-0.401,-133.362,-78.064,364.258
-0.268,-0.689,-0.406,-130.066,-79.712,372.437
-0.329,-0.499,-0.346,-128.479,-80.444,377.808
-0.304,-0.387,-0.355,-125.000,-72.998,379.456
-0.297,-0.284,-0.393,-119.141,-63.171,381.348
-0.323,-0.099,-0.383,-114.929,-62.927,386.353
-0.323,0.079,-0.374,-111.084,-65.613,389.343
-0.312,0.198,-0.365,-106.262,-69.397,389.404
-0.332,0.305,-0.335,-97.229,-73.486,389.160
-0.338,0.437,-0.274,-86.060,-76.660,390.137
-0.322,0.584,-0.180,-72.815,-77.881,389.465
-0.284,0.681,-0.092,-58.960,-76.538,380.920
-0.287,0.762,0.015,-46.387,-75.867,366.333
-0.244,0.877,0.079,-32.043,-73.608,350.281
-0.201,0.972,0.151,-16.296,-72.754,331.177
-0.125,1.057,0.167,-4.883,-74.341,307.434
-0.064,1.129,0.238,1.343,-79.407,279.724
0.032,1.175,0.245,-0.244,-82.458,247.803
0.112,1.150,0.252,-5.676,-85.205,214.050
0.165,1.098,0.289,-10.315,-91.736,182.922
0.177,1.057,0.382,-11.597,-100.159,156.494
0.202,0.998,0.467,-10.193,-104.309,134.766
0.227,0.947,0.524,-8.362,-103.638,116.638
0.249,0.886,0.579,-8.484,-101.379,101.074
0.274,0.810,0.630,-10.254,-98.328,87.891
0.298,0.756,0.668,-13.123,-94.482,78.979
0.318,0.743,0.704,-14.954,-90.271,72.998
0.340,0.754,0.738,-15.625,-86.365,68.665
0.365,0.797,0.774,-17.700,-82.214,63.232
0.403,0.829,0.797,-20.508,-78.308,56.152
0.405,0.842,0.856,-23.315,-75.439,45.837
0.436,0.846,0.884,-25.391,-70.496,35.767
0.458,0.834,0.918,-25.085,-64.026,26.306
0.471,0.820,0.972,-23.193,-58.044,16.174
0.487,0.784,1.000,-20.081,-49.255,7.202
0.500,0.733,1.009,-15.808,-39.185,0.427
0.512,0.688,1.002,-9.827,-28.809,-3.845
0.538,0.656,0.976,-2.197,-17.395,-6.104
0.536,0.618,0.951,6.165,-7.874,-8.667
0.560,0.582,0.915,13.611,-0.244,-9.888
0.582,0.552,0.844,20.264,9.766,-10.803
0.599,0.529,0.794,24.353,16.663,-11.902
0.617,0.523,0.747,26.733,20.874,-13.123
0.636,0.498,0.694,27.344,24.170,-15.442
0.653,0.463,0.643,27.954,26.611,-17.761
0.667,0.433,0.599,28.442,27.588,-18.616
0.670,0.416,0.574,28.381,27.283,-18.311
0.674,0.402,0.540,26.978,27.039,-17.761
0.679,0.389,0.506,25.696,26.123,-16.663
0.682,0.384,0.483,24.475,24.231,-14.587
0.685,0.378,0.465,22.766,21.851,-12.451
0.686,0.364,0.458,20.813,18.494,-10.437
0.687,0.362,0.448,18.311,14.954,-8.179
0.690,0.362,0.446,16.174,11.230,-5.737
0.692,0.379,0.459,13.916,7.080,-3.479
0.695,0.417,0.482,10.498,3.052,-2.869
0.706,0.439,0.500,5.737,0.000,-4.517
0.713,0.423,0.506,0.488,-2.075,-8.911
0.711,0.396,0.529,-3.235,-4.028,-12.268
0.707,0.366,0.549,-4.883,-5.005,-13.550
0.703,0.346,0.564,-4.578,-4.639,-12.512
0.704,0.341,0.574,-2.808,-3.906,-9.521
0.702,0.356,0.586,-1.160,-2.747,-5.615
0.703,0.374,0.590,0.122,-1.282,-3.174
0.702,0.379,0.584,0.732,0.244,-1.770
0.695,0.386,0.576,0.793,1.282,-0.122
0.691,0.394,0.578,1.953,1.099,1.099
0.674,0.391,0.592,2.930,0.305,2.869
0.697,0.442,0.542,3.601,3.174,5.981
0.679,0.454,0.585,4.150,1.648,6.531
0.685,0.476,0.571,3.357,1.465,5.859
0.692,0.493,0.557,1.953,1.831,4.456
0.684,0.484,0.582,1.343,-0.793,1.465
0.682,0.479,0.588,0.000,-1.648,-0.916
0.693,0.499,0.584,-0.854,-0.305,-2.625
0.694,0.479,0.604,-0.977,-0.427,-5.249

-0.940,1.808,0.950,-0.977,-25.818,33.203
-1.205,2.387,1.139,2.747,-13.000,4.028
-1.508,3.017,1.242,17.639,12.939,-50.598
-1.767,3.482,1.207,51.331,59.998,-135.193
-2.029,3.568,0.903,98.206,124.023,-242.065
-2.339,3.239,0.442,144.287,192.749,-360.107
-2.600,2.818,-0.198,189.209,257.141,-470.032
-2.835,2.233,-0.846,230.347,297.302,-567.017
-3.011,1.756,-1.266,259.155,317.627,-649.841
-3.070,1.469,-1.709,263.855,328.430,-721.313
-3.357,1.220,-1.867,250.732,302.429,-792.480
-3.820,1.149,-1.790,237.488,266.602,-873.474
-4.000,0.540,-2.551,221.069,241.028,-980.591
-4.000,-1.446,-3.334,200.562,192.810,-1111.084
-4.000,-3.408,-2.607,237.427,98.877,-1165.222
-4.000,-4.000,-2.206,327.637,52.856,-1101.074
-3.981,-4.000,-2.982,385.742,79.407,-958.191
-3.000,-4.000,-3.202,386.108,106.079,-780.273
-2.208,-4.000,-2.793,336.731,99.426,-602.478
-1.583,-4.000,-2.222,244.202,94.421,-450.256
-1.267,-4.000,-1.546,143.921,76.050,-314.331
-1.086,-4.000,-1.266,77.454,47.119,-148.010
-1.036,-4.000,-1.135,50.659,20.264,34.790
-0.994,-4.000,-1.018,37.720,6.226,164.185
-0.922,-3.998,-0.849,22.156,0.916,231.445
-0.768,-3.503,-0.777,0.061,-0.732,263.672
-0.648,-3.170,-0.823,-27.527,-5.493,277.283
-0.668,-2.922,-0.798,-59.998,-21.912,284.302
-0.746,-2.594,-0.697,-87.830,-44.739,296.204
-0.762,-2.308,-0.613,-108.887,-60.120,307.983
-0.746,-2.135,-0.489,-126.465,-64.758,311.584
-0.692,-1.999,-0.387,-140.747,-59.204,313.416
-0.607,-1.888,-0.346,-148.499,-48.584,317.627
-0.554,-1.758,-0.333,-150.879,-38.757,322.815
-0.504,-1.591,-0.350,-152.100,-33.264,329.651
-0.448,-1.413,-0.420,-151.367,-28.748,337.830
-0.415,-1.232,-0.515,-150.696,-28.076,344.849
-0.358,-1.129,-0.634,-150.940,-32.837,349.487
-0.338,-1.130,-0.684,-151.855,-41.260,352.722
-0.383,-1.046,-0.655,-152.649,-53.772,363.464
-0.475,-0.846,-0.599,-152.649,-63.965,382.385
-0.481,-0.619,-0.594,-153.198,-67.139,402.161
-0.512,-0.385,-0.585,-151.062,-60.913,417.114
-0.505,-0.127,-0.586,-144.348,-56.030,427.368
-0.508,0.101,-0.573,-136.292,-57.617,431.824
-0.509,0.266,-0.518,-125.916,-62.927,429.504
-0.503,0.414,-0.454,-113.953,-67.688,425.476
-0.487,0.534,-0.372,-101.257,-72.693,419.434
-0.461,0.611,-0.277,-88.013,-76.477,411.377
-0.451,0.661,-0.165,-70.313,-75.623,401.123
-0.422,0.720,-0.036,-50.903,-72.327,390.259
-0.424,0.855,0.110,-36.865,-67.627,376.831
-0.388,1.059,0.227,-23.376,-61.584,361.816
-0.297,1.275,0.294,-7.263,-54.199,339.600
-0.165,1.424,0.331,7.202,-48.096,305.237
-0.025,1.480,0.354,14.343,-47.119,259.766
0.076,1.438,0.390,13.306,-50.415,211.365
0.173,1.325,0.385,8.789,-52.368,164.307
0.229,1.181,0.400,5.005,-55.786,123.718
0.266,1.025,0.420,3.418,-59.692,92.834
0.289,0.875,0.477,3.906,-63.965,70.068
0.320,0.793,0.514,3.784,-64.026,56.213
0.365,0.739,0.538,1.770,-62.073,45.898
0.406,0.705,0.593,-0.427,-61.462,36.987
0.453,0.674,0.639,-4.944,-60.547,28.442
0.505,0.640,0.668,-10.376,-58.472,19.897
0.556,0.595,0.712,-14.587,-57.190,12.329
0.610,0.547,0.766,-18.494,-55.969,6.165
0.654,0.517,0.817,-21.423,-52.063,2.380
0.693,0.485,0.846,-22.400,-45.654,-0.244
0.720,0.454,0.857,-20.935,-37.903,-1.648
0.744,0.415,0.849,-16.785,-29.236,-1.404
0.762,0.390,0.828,-10.864,-20.691,0.671
0.775,0.374,0.807,-4.028,-13.245,3.906
0.781,0.378,0.787,2.380,-6.531,7.385
0.803,0.370,0.745,7.324,-0.793,9.216
0.806,0.347,0.709,9.399,2.930,9.583
0.802,0.340,0.668,10.010,5.005,10.986
0.791,0.330,0.636,10.437,5.676,12.756
0.779,0.332,0.615,10.986,5.310,15.015
0.768,0.360,0.599,11.597,4.761,18.066
0.758,0.387,0.568,11.597,4.272,20.020
0.746,0.409,0.537,9.949,2.930,20.142
0.739,0.433,0.513,6.653,0.122,19.287
0.721,0.461,0.507,3.540,-3.235,18.066
0.711,0.491,0.511,1.343,-6.653,15.991
0.709,0.535,0.522,-0.549,-9.644,12.573
0.701,0.554,0.549,-2.991,-12.207,6.531
0.708,0.537,0.547,-5.432,-12.878,-1.282
0.709,0.509,0.557,-5.981,-12.939,-8.179
0.712,0.465,0.575,-4.333,-12.878,-14.038
0.728,0.433,0.580,-1.587,-10.559,-18.311
0.729,0.389,0.587,0.732,-8.057,-21.912
0.739,0.334,0.583,2.502,-5.554,-24.292
0.741,0.285,0.568,4.089,-2.808,-24.780
0.751,0.247,0.554,6.348,-0.305,-23.010
0.754,0.228,0.551,8.667,1.648,-20.081
0.761,0.219,0.542,9.521,3.540,-17.151
0.767,0.207,0.528,9.033,5.066,-14.648
0.767,0.201,0.521,7.996,5.859,-11.719
0.770,0.207,0.512,7.935,6.653,-8.240
0.774,0.222,0.520,7.812,6.958,-4.883
0.790,0.258,0.498,7.263,8.179,-2.563
0.793,0.266,0.497,5.920,7.568,-1.953
0.795,0.264,0.489,4.272,6.836,-2.014
0.800,0.281,0.472,3.906,7.019,-0.732
0.794,0.277,0.486,3.845,5.432,-0.183
0.796,0.286,0.485,3.052,4.395,0.793
0.810,0.312,0.466,2.380,4.639,1.831
0.810,0.314,0.471,1.221,2.869,1.587
0.810,0.313,0.473,0.244,1.160,0.916
0.811,0.317,0.469,-0.122,0.061,0.854
0.802,0.314,0.486,0.122,-1.709,0.977
0.804,0.319,0.491,0.732,-2.319,1.587
0.810,0.329,0.491,1.465,-2.625,2.380
0.807,0.328,0.501,1.953,-3.296,2.014
0.806,0.336,0.504,2.136,-3.784,1.648
0.799,0.333,0.521,2.380,-4.028,1.099
0.803,0.341,0.522,2.441,-3.540,0.610

-1.554,2.059,1.231,-46.997,-153.564,159.302
-1.801,3.552,1.954,-52.002,-137.268,117.554
-2.150,4.000,2.271,-18.311,-85.205,4.883
-2.475,4.000,2.393,7.629,10.193,-174.255
-3.087,4.000,1.820,71.228,148.743,-396.118
-3.647,3.902,0.714,174.683,295.959,-589.661
-4.000,2.818,-0.623,269.226,389.038,-718.079
-4.000,1.549,-1.395,346.191,425.232,-800.903
-4.000,0.880,-1.883,401.001,453.430,-839.050
-4.000,0.959,-2.063,399.292,453.369,-850.586
-4.000,1.112,-2.094,367.126,434.753,-890.076
-4.000,0.925,-2.742,302.612,411.316,-980.835
-4.000,0.000,-3.935,208.191,355.530,-1117.249
-4.000,-1.584,-3.965,138.489,248.840,-1259.399
-4.000,-3.039,-4.000,122.192,143.555,-1306.885
-4.000,-4.000,-4.000,43.335,121.704,-1298.462
-4.000,-4.000,-3.868,-92.529,19.165,-1185.791
-3.483,-4.000,-0.692,6.042,-146.729,-929.810
-2.399,-4.000,0.604,180.603,-144.409,-522.583
-1.820,-4.000,0.796,246.887,-47.119,-142.029
-1.906,-4.000,0.489,218.994,28.015,110.291
-1.947,-3.984,-0.010,153.076,62.500,220.642
-1.623,-2.757,-0.488,94.299,54.260,258.728
-1.367,-2.151,-0.717,45.959,20.996,246.460
-1.128,-2.235,-0.755,0.610,3.479,215.149
-0.984,-2.641,-0.664,-21.301,-2.441,192.627
-0.857,-2.985,-0.587,-24.963,-13.123,202.515
-0.800,-3.028,-0.511,-24.353,-27.100,240.112
-0.843,-2.836,-0.335,-32.959,-43.091,285.706
-0.882,-2.492,-0.096,-51.147,-55.481,325.684
-0.889,-2.157,0.020,-73.120,-56.030,352.844
-0.880,-1.852,0.068,-98.267,-47.607,364.075
-0.761,-1.657,-0.050,-124.451,-32.593,362.732
-0.644,-1.563,-0.207,-138.733,-18.860,358.948
-0.562,-1.498,-0.345,-140.747,-13.611,358.826
-0.490,-1.444,-0.445,-134.827,-16.785,363.831
-0.441,-1.393,-0.462,-124.512,-24.780,372.437
-0.459,-1.282,-0.418,-115.356,-35.522,384.766
-0.411,-1.033,-0.444,-109.009,-43.884,398.560
-0.367,-0.797,-0.458,-113.403,-46.326,401.794
-0.288,-0.677,-0.533,-119.873,-45.776,395.081
-0.251,-0.553,-0.547,-128.601,-47.119,386.353
-0.237,-0.394,-0.497,-133.545,-54.810,381.226
-0.219,-0.234,-0.437,-133.240,-62.195,376.221
-0.202,-0.075,-0.378,-130.249,-67.688,370.728
-0.185,0.064,-0.315,-124.268,-72.144,363.403
-0.158,0.173,-0.244,-117.126,-74.951,353.699
-0.116,0.273,-0.181,-109.070,-75.012,344.055
-0.093,0.354,-0.136,-99.854,-73.730,333.862
-0.052,0.425,-0.070,-89.478,-73.669,323.425
-0.024,0.479,-0.001,-79.163,-71.289,312.988
-0.004,0.538,0.059,-69.336,-67.505,300.720
0.040,0.610,0.089,-60.364,-65.186,288.513
0.064,0.653,0.131,-52.246,-66.589,274.658
0.102,0.699,0.179,-45.044,-67.810,259.216
0.140,0.741,0.244,-41.504,-67.993,242.187
0.193,0.775,0.294,-40.039,-66.956,223.022
0.247,0.778,0.352,-37.964,-65.247,202.271
0.313,0.741,0.384,-34.119,-60.791,181.396
0.355,0.715,0.411,-27.954,-55.847,164.307
0.390,0.709,0.441,-20.264,-52.795,151.245
0.412,0.726,0.467,-12.451,-50.354,140.991
0.431,0.719,0.496,-5.066,-47.607,129.578
0.457,0.710,0.510,0.549,-43.579,119.202
0.492,0.723,0.508,3.967,-39.124,108.643
0.528,0.725,0.500,4.456,-36.133,96.924
0.562,0.719,0.488,1.587,-34.607,83.801
0.595,0.710,0.476,-3.540,-34.973,70.251
0.620,0.685,0.478,-7.996,-36.194,57.983
0.635,0.657,0.499,-11.169,-39.063,47.058
0.643,0.643,0.539,-13.062,-41.809,38.391
0.648,0.630,0.584,-14.771,-43.213,30.457
0.657,0.605,0.618,-15.869,-43.030,22.583
0.668,0.579,0.643,-16.296,-41.931,15.930
0.676,0.542,0.666,-15.015,-40.710,10.315
0.672,0.508,0.695,-12.207,-39.307,5.737
0.668,0.496,0.724,-9.338,-36.438,2.869
0.678,0.465,0.739,-7.385,-32.166,-0.916
0.687,0.418,0.740,-5.493,-27.222,-3.784
0.692,0.379,0.739,-2.869,-22.583,-4.944
0.687,0.355,0.738,0.610,-17.578,-4.456
0.690,0.350,0.739,3.967,-12.878,-3.357
0.701,0.357,0.739,6.409,-8.301,-2.930
0.713,0.361,0.726,7.812,-3.967,-3.235
0.724,0.353,0.710,9.155,-0.793,-4.089
0.731,0.341,0.698,10.986,2.319,-4.822
0.738,0.336,0.687,12.390,4.944,-5.127
0.750,0.341,0.668,13.855,7.385,-5.920
0.759,0.328,0.647,14.587,9.399,-7.935
0.763,0.307,0.631,14.526,10.925,-10.254
0.767,0.290,0.616,14.343,11.963,-11.780
0.770,0.284,0.599,14.282,13.184,-12.573
0.779,0.281,0.586,14.404,14.526,-13.611
0.786,0.266,0.567,13.977,15.503,-15.076
0.789,0.242,0.558,13.611,16.174,-16.541
0.791,0.224,0.541,13.733,16.846,-16.907
0.794,0.205,0.527,14.099,17.517,-16.296
0.801,0.189,0.515,14.526,18.188,-15.137
0.814,0.177,0.500,14.465,18.616,-13.489
0.822,0.168,0.486,13.855,18.799,-12.024
0.830,0.162,0.470,13.245,18.494,-10.376
0.834,0.153,0.457,12.878,17.822,-8.362
0.845,0.158,0.442,12.390,16.907,-5.676
0.856,0.168,0.430,11.475,15.503,-3.296
0.863,0.177,0.427,9.766,13.123,-1.709
0.862,0.187,0.424,7.446,10.681,-0.793
0.861,0.197,0.427,4.822,8.301,0.061
0.860,0.209,0.432,2.441,5.920,0.732
0.860,0.227,0.436,-0.183,3.967,1.038
0.860,0.241,0.444,-2.747,1.587,0.977
0.855,0.246,0.461,-4.700,-0.305,0.244
0.849,0.246,0.475,-5.798,-1.892,0.000
0.844,0.243,0.489,-5.615,-2.747,-0.122
0.837,0.239,0.505,-4.456,-3.052,0.610
0.833,0.240,0.519,-2.991,-2.808,1.648
0.830,0.240,0.524,-1.953,-2.197,2.686
0.826,0.239,0.528,-0.793,-1.526,3.662
0.825,0.238,0.527,0.488,-0.671,5.066
0.821,0.247,0.524,2.197,0.244,6.592

